material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source,costo_total,_processed_at
Geomalla,1018.47,450.92,m2,UNACEM,2024-07-01,20260405_174124,erp_odoo,459248.49,20260405_175213
Emulsión,4918.29,394.68,m2,CONCREMAX,2024-10-20,20260405_174124,erp_odoo,1941150.7,20260405_175213
Acero Corrugado,1773.23,207.15,ton,FIRTH,2024-08-30,20260405_174124,erp_odoo,367324.59,20260405_175213
Cemento,4125.52,308.18,m3,CONCREMAX,2024-11-13,20260405_174124,erp_odoo,1271402.75,20260405_175213
Asfalto RC-250,1206.25,644.73,m2,UNACEM,2024-03-19,20260405_174124,erp_odoo,777705.56,20260405_175213
Emulsión,4028.39,553.88,m2,UNACEM,2024-10-14,20260405_174124,erp_odoo,2231244.65,20260405_175213
Arena Gruesa,3591.13,373.18,und,EXSA,2024-11-18,20260405_174124,erp_odoo,1340137.89,20260405_175213
Arena Gruesa,4988.25,50.85,und,YURA,2024-06-07,20260405_174124,erp_odoo,253652.51,20260405_175213
Piedra 3/4,2769.83,455.82,m2,UNACEM,2024-03-27,20260405_174124,erp_odoo,1262543.91,20260405_175213
Cemento,3796.16,397.65,m3,YURA,2024-07-25,20260405_174124,erp_odoo,1509543.02,20260405_175213
Asfalto RC-250,4641.8,18.41,ml,CEMENTO SUR,2024-04-19,20260405_174124,erp_odoo,85455.54,20260405_175213
Emulsión,415.86,519.82,m2,YURA,2024-09-12,20260405_174124,erp_odoo,216172.35,20260405_175213
Emulsión,423.03,546.31,m3,UNACEM,2024-09-06,20260405_174124,erp_odoo,231105.52,20260405_175213
Arena Gruesa,962.63,277.95,ml,UNACEM,2024-10-18,20260405_174124,erp_odoo,267563.01,20260405_175213
Emulsión,4661.31,220.23,ton,UNACEM,2024-04-29,20260405_174124,erp_odoo,1026560.3,20260405_175213
Tubería HDPE,487.84,331.72,m2,CEMENTO SUR,2024-07-08,20260405_174124,erp_odoo,161826.28,20260405_175213
Arena Gruesa,521.57,11.72,und,YURA,2024-02-05,20260405_174124,erp_odoo,6112.8,20260405_175213
Piedra 3/4,2808.91,279.23,ton,FIRTH,2024-06-10,20260405_174124,erp_odoo,784331.94,20260405_175213
Emulsión,2982.03,305.46,und,EXSA,2024-09-23,20260405_174124,erp_odoo,910890.88,20260405_175213
Arena Gruesa,4335.02,428.65,und,CEMENTO SUR,2024-03-18,20260405_174124,erp_odoo,1858206.32,20260405_175213
Asfalto RC-250,4073.61,675.34,m2,UNACEM,2024-11-12,20260405_174124,erp_odoo,2751071.78,20260405_175213
Arena Gruesa,1108.88,524.89,ton,FIRTH,2024-08-30,20260405_174124,erp_odoo,582040.02,20260405_175213
Tubería HDPE,2787.47,64.94,m2,FIRTH,2024-04-22,20260405_174124,erp_odoo,181018.3,20260405_175213
Emulsión,3684.58,147.23,m3,CONCREMAX,2024-04-17,20260405_174124,erp_odoo,542480.71,20260405_175213
Geomalla,483.11,50.37,m2,YURA,2024-10-31,20260405_174124,erp_odoo,24334.25,20260405_175213
Cemento,1585.8,368.57,m3,UNACEM,2024-04-15,20260405_174124,erp_odoo,584478.31,20260405_175213
Asfalto RC-250,4497.68,163.61,ton,YURA,2024-11-28,20260405_174124,erp_odoo,735865.42,20260405_175213
Geomalla,3008.22,211.12,ton,YURA,2024-08-17,20260405_174124,erp_odoo,635095.41,20260405_175213
Emulsión,3348.53,326.14,ml,CONCREMAX,2024-05-26,20260405_174124,erp_odoo,1092089.57,20260405_175213
Arena Gruesa,700.52,476.95,ton,CEMENTO SUR,2024-05-15,20260405_174124,erp_odoo,334113.01,20260405_175213
Arena Gruesa,2270.64,21.11,ml,UNACEM,2024-02-07,20260405_174124,erp_odoo,47933.21,20260405_175213
Asfalto RC-250,2785.46,492.97,ml,EXSA,2024-03-16,20260405_174124,erp_odoo,1373148.22,20260405_175213
Tubería HDPE,172.67,635.9,ml,UNACEM,2024-08-29,20260405_174124,erp_odoo,109800.85,20260405_175213
Piedra 3/4,2766.8,203.98,und,CEMENTO SUR,2024-05-12,20260405_174124,erp_odoo,564371.86,20260405_175213
Geomalla,1935.75,707.75,und,UNACEM,2024-09-18,20260405_174124,erp_odoo,1370027.06,20260405_175213
Asfalto RC-250,70.9,773.91,und,UNACEM,2024-03-24,20260405_174124,erp_odoo,54870.22,20260405_175213
Cemento,2433.74,214.53,und,FIRTH,2024-11-24,20260405_174124,erp_odoo,522110.24,20260405_175213
Emulsión,4485.33,125.53,m2,CEMENTO SUR,2024-09-11,20260405_174124,erp_odoo,563043.47,20260405_175213
Piedra 3/4,290.06,648.09,ton,CEMENTO SUR,2024-05-17,20260405_174124,erp_odoo,187984.99,20260405_175213
Cemento,873.04,579.03,und,CONCREMAX,2024-11-27,20260405_174124,erp_odoo,505516.35,20260405_175213
Piedra 3/4,3875.54,142.0,und,CONCREMAX,2024-10-03,20260405_174124,erp_odoo,550326.68,20260405_175213
Arena Gruesa,56.45,787.62,ton,EXSA,2024-05-06,20260405_174124,erp_odoo,44461.15,20260405_175213
Piedra 3/4,4850.89,342.69,und,FIRTH,2024-02-18,20260405_174124,erp_odoo,1662351.49,20260405_175213
Cemento,1868.89,326.4,ml,CONCREMAX,2024-08-23,20260405_174124,erp_odoo,610005.7,20260405_175213
Geomalla,2218.81,86.81,und,CONCREMAX,2024-11-26,20260405_174124,erp_odoo,192614.9,20260405_175213
Geomalla,700.66,469.25,m2,YURA,2024-03-28,20260405_174124,erp_odoo,328784.7,20260405_175213
Cemento,3323.07,656.23,und,UNACEM,2024-10-27,20260405_174124,erp_odoo,2180698.23,20260405_175213
Asfalto RC-250,48.29,757.12,ml,UNACEM,2024-10-28,20260405_174124,erp_odoo,36561.32,20260405_175213
Cemento,3591.61,728.9,ton,FIRTH,2024-01-18,20260405_174124,erp_odoo,2617924.53,20260405_175213
Piedra 3/4,2413.92,153.01,m3,YURA,2024-06-27,20260405_174124,erp_odoo,369353.9,20260405_175213
Tubería HDPE,2063.9,436.81,m2,EXSA,2024-01-05,20260405_174124,erp_odoo,901532.16,20260405_175213
Asfalto RC-250,2545.0,180.0,ml,CONCREMAX,2024-11-02,20260405_174124,erp_odoo,458100.0,20260405_175213
Arena Gruesa,4782.76,756.12,und,UNACEM,2024-01-09,20260405_174124,erp_odoo,3616340.49,20260405_175213
Acero Corrugado,122.84,403.75,ton,UNACEM,2024-05-17,20260405_174124,erp_odoo,49596.65,20260405_175213
Geomalla,3135.27,97.63,m2,EXSA,2024-07-17,20260405_174124,erp_odoo,306096.41,20260405_175213
Asfalto RC-250,285.81,445.2,und,UNACEM,2024-06-03,20260405_174124,erp_odoo,127242.61,20260405_175213
Acero Corrugado,741.35,171.5,ton,UNACEM,2024-04-03,20260405_174124,erp_odoo,127141.52,20260405_175213
Tubería HDPE,180.45,569.11,m3,YURA,2024-11-23,20260405_174124,erp_odoo,102695.9,20260405_175213
Geomalla,4922.84,335.72,ml,YURA,2024-06-11,20260405_174124,erp_odoo,1652695.84,20260405_175213
Asfalto RC-250,683.91,446.7,ton,EXSA,2024-09-24,20260405_174124,erp_odoo,305502.6,20260405_175213
Cemento,3586.94,571.92,ton,FIRTH,2024-01-28,20260405_174124,erp_odoo,2051442.72,20260405_175213
Asfalto RC-250,4535.95,306.54,ton,CONCREMAX,2024-09-09,20260405_174124,erp_odoo,1390450.11,20260405_175213
Emulsión,2740.97,547.8,und,UNACEM,2024-12-01,20260405_174124,erp_odoo,1501503.37,20260405_175213
Tubería HDPE,3764.13,711.23,und,FIRTH,2024-11-06,20260405_174124,erp_odoo,2677162.18,20260405_175213
Cemento,772.72,601.46,ton,CEMENTO SUR,2024-12-14,20260405_174124,erp_odoo,464760.17,20260405_175213
Acero Corrugado,79.46,713.82,und,CONCREMAX,2024-07-22,20260405_174124,erp_odoo,56720.14,20260405_175213
Cemento,3256.54,515.39,und,EXSA,2024-02-24,20260405_174124,erp_odoo,1678388.15,20260405_175213
Acero Corrugado,2547.25,195.46,und,YURA,2024-01-11,20260405_174124,erp_odoo,497885.49,20260405_175213
Tubería HDPE,2590.1,421.65,ton,EXSA,2024-04-24,20260405_174124,erp_odoo,1092115.66,20260405_175213
Arena Gruesa,2461.15,689.36,und,FIRTH,2024-07-07,20260405_174124,erp_odoo,1696618.36,20260405_175213
Acero Corrugado,4903.25,379.69,m3,UNACEM,2024-12-19,20260405_174124,erp_odoo,1861714.99,20260405_175213
Acero Corrugado,4728.24,740.76,und,YURA,2024-09-24,20260405_174124,erp_odoo,3502491.06,20260405_175213
Asfalto RC-250,4789.89,311.25,und,CONCREMAX,2024-01-11,20260405_174124,erp_odoo,1490853.26,20260405_175213
Cemento,4700.97,138.32,ton,UNACEM,2024-05-31,20260405_174124,erp_odoo,650238.17,20260405_175213
Geomalla,1905.75,91.98,m3,CONCREMAX,2024-04-10,20260405_174124,erp_odoo,175290.88,20260405_175213
Geomalla,4089.48,413.24,ton,YURA,2024-08-24,20260405_174124,erp_odoo,1689936.72,20260405_175213
Asfalto RC-250,1050.75,65.27,und,FIRTH,2024-12-16,20260405_174124,erp_odoo,68582.45,20260405_175213
Tubería HDPE,701.61,147.51,ml,CONCREMAX,2024-10-13,20260405_174124,erp_odoo,103494.49,20260405_175213
Arena Gruesa,3807.04,638.89,m3,EXSA,2024-06-28,20260405_174124,erp_odoo,2432279.79,20260405_175213
Emulsión,2533.57,325.77,und,CONCREMAX,2024-06-18,20260405_174124,erp_odoo,825361.1,20260405_175213
Arena Gruesa,64.8,406.32,und,YURA,2024-09-26,20260405_174124,erp_odoo,26329.54,20260405_175213
Cemento,4216.79,219.2,ton,CONCREMAX,2024-02-27,20260405_174124,erp_odoo,924320.37,20260405_175213
Tubería HDPE,4386.07,428.74,m2,CEMENTO SUR,2024-12-02,20260405_174124,erp_odoo,1880483.65,20260405_175213
Piedra 3/4,4787.77,380.94,ml,UNACEM,2024-02-29,20260405_174124,erp_odoo,1823853.1,20260405_175213
Emulsión,245.72,729.04,und,FIRTH,2024-12-15,20260405_174124,erp_odoo,179139.71,20260405_175213
Asfalto RC-250,269.01,590.37,m2,CONCREMAX,2024-05-23,20260405_174124,erp_odoo,158815.43,20260405_175213
Cemento,4209.2,265.99,ton,EXSA,2024-11-20,20260405_174124,erp_odoo,1119605.11,20260405_175213
Cemento,4594.61,413.86,und,YURA,2024-12-28,20260405_174124,erp_odoo,1901525.29,20260405_175213
Asfalto RC-250,1465.03,501.83,ton,EXSA,2024-08-30,20260405_174124,erp_odoo,735196.0,20260405_175213
Arena Gruesa,3001.68,216.61,ml,FIRTH,2024-09-21,20260405_174124,erp_odoo,650193.9,20260405_175213
Emulsión,3106.43,175.77,m2,FIRTH,2024-04-07,20260405_174124,erp_odoo,546017.2,20260405_175213
Geomalla,571.84,305.19,ml,CEMENTO SUR,2024-07-09,20260405_174124,erp_odoo,174519.85,20260405_175213
Emulsión,2605.44,216.28,und,EXSA,2024-09-30,20260405_174124,erp_odoo,563504.56,20260405_175213
Geomalla,3959.17,536.99,und,UNACEM,2024-12-08,20260405_174124,erp_odoo,2126034.7,20260405_175213
Geomalla,3123.28,770.88,m2,FIRTH,2024-08-16,20260405_174124,erp_odoo,2407674.09,20260405_175213
Arena Gruesa,161.55,704.66,und,CEMENTO SUR,2024-02-26,20260405_174124,erp_odoo,113837.82,20260405_175213
Arena Gruesa,2453.44,301.33,ton,YURA,2024-08-28,20260405_174124,erp_odoo,739295.08,20260405_175213
Tubería HDPE,3143.13,48.95,m3,CEMENTO SUR,2024-11-18,20260405_174124,erp_odoo,153856.21,20260405_175213
Cemento,2822.31,623.92,m3,EXSA,2024-03-10,20260405_174124,erp_odoo,1760895.66,20260405_175213
Emulsión,3737.77,781.72,ml,EXSA,2024-08-22,20260405_174124,erp_odoo,2921889.56,20260405_175213
Piedra 3/4,3666.84,581.77,ml,UNACEM,2024-03-27,20260405_174124,erp_odoo,2133257.51,20260405_175213
Piedra 3/4,1947.1,782.71,ml,FIRTH,2024-01-07,20260405_174124,erp_odoo,1524014.64,20260405_175213
Cemento,751.74,350.04,und,CEMENTO SUR,2024-07-06,20260405_174124,erp_odoo,263139.07,20260405_175213
Asfalto RC-250,1231.59,712.93,m2,UNACEM,2024-11-15,20260405_174124,erp_odoo,878037.46,20260405_175213
Emulsión,4914.02,18.58,und,CONCREMAX,2024-08-28,20260405_174124,erp_odoo,91302.49,20260405_175213
Tubería HDPE,4343.65,179.3,und,CONCREMAX,2024-06-08,20260405_174124,erp_odoo,778816.44,20260405_175213
Tubería HDPE,3491.54,479.24,und,EXSA,2024-05-11,20260405_174124,erp_odoo,1673285.63,20260405_175213
Acero Corrugado,3384.56,158.14,und,EXSA,2024-02-27,20260405_174124,erp_odoo,535234.32,20260405_175213
Cemento,1654.71,121.27,und,CEMENTO SUR,2024-07-29,20260405_174124,erp_odoo,200666.68,20260405_175213
Acero Corrugado,3070.61,523.82,und,UNACEM,2024-03-11,20260405_174124,erp_odoo,1608446.93,20260405_175213
Arena Gruesa,2102.45,376.66,m3,CONCREMAX,2024-12-06,20260405_174124,erp_odoo,791908.82,20260405_175213
Asfalto RC-250,1497.99,342.17,und,CONCREMAX,2024-05-28,20260405_174124,erp_odoo,512567.24,20260405_175213
Geomalla,1579.05,720.74,und,YURA,2024-11-10,20260405_174124,erp_odoo,1138084.5,20260405_175213
Piedra 3/4,1662.11,755.41,ton,EXSA,2024-08-16,20260405_174124,erp_odoo,1255574.52,20260405_175213
Acero Corrugado,4627.33,772.76,m3,UNACEM,2024-02-25,20260405_174124,erp_odoo,3575815.53,20260405_175213
Acero Corrugado,4684.42,535.03,ml,CEMENTO SUR,2024-07-05,20260405_174124,erp_odoo,2506305.23,20260405_175213
Tubería HDPE,1787.66,322.4,m2,UNACEM,2024-12-06,20260405_174124,erp_odoo,576341.58,20260405_175213
Asfalto RC-250,2994.04,361.63,ton,CONCREMAX,2024-06-13,20260405_174124,erp_odoo,1082734.69,20260405_175213
Piedra 3/4,766.49,20.21,m2,UNACEM,2024-01-29,20260405_174124,erp_odoo,15490.76,20260405_175213
Acero Corrugado,3891.74,271.74,ton,YURA,2024-12-30,20260405_174124,erp_odoo,1057541.43,20260405_175213
Asfalto RC-250,1717.83,763.28,ml,EXSA,2024-09-26,20260405_174124,erp_odoo,1311185.28,20260405_175213
Cemento,2144.63,49.78,ton,EXSA,2024-09-05,20260405_174124,erp_odoo,106759.68,20260405_175213
Geomalla,3995.2,11.44,und,CONCREMAX,2024-08-25,20260405_174124,erp_odoo,45705.09,20260405_175213
Asfalto RC-250,521.59,449.11,ml,EXSA,2024-10-10,20260405_174124,erp_odoo,234251.28,20260405_175213
Tubería HDPE,2976.51,391.73,und,UNACEM,2024-05-10,20260405_174124,erp_odoo,1165988.26,20260405_175213
Tubería HDPE,4102.61,480.02,und,FIRTH,2024-07-30,20260405_174124,erp_odoo,1969334.85,20260405_175213
Tubería HDPE,4268.99,798.33,und,UNACEM,2024-02-15,20260405_174124,erp_odoo,3408062.79,20260405_175213
Emulsión,1505.76,542.04,m3,YURA,2024-06-05,20260405_174124,erp_odoo,816182.15,20260405_175213
Tubería HDPE,2713.66,536.74,m2,FIRTH,2024-05-15,20260405_174124,erp_odoo,1456529.87,20260405_175213
Geomalla,930.06,718.85,ml,CONCREMAX,2024-02-29,20260405_174124,erp_odoo,668573.63,20260405_175213
Geomalla,4540.44,64.23,und,FIRTH,2024-03-16,20260405_174124,erp_odoo,291632.46,20260405_175213
Asfalto RC-250,2176.05,372.83,m3,YURA,2024-01-09,20260405_174124,erp_odoo,811296.72,20260405_175213
Asfalto RC-250,1623.14,557.77,m3,CEMENTO SUR,2024-03-16,20260405_174124,erp_odoo,905338.8,20260405_175213
Piedra 3/4,74.32,775.09,ton,UNACEM,2024-08-23,20260405_174124,erp_odoo,57604.69,20260405_175213
Geomalla,547.93,754.47,ton,CONCREMAX,2024-02-06,20260405_174124,erp_odoo,413396.75,20260405_175213
Emulsión,2434.73,354.41,m2,FIRTH,2024-04-22,20260405_174124,erp_odoo,862892.66,20260405_175213
Cemento,307.1,480.72,m2,CONCREMAX,2024-01-04,20260405_174124,erp_odoo,147629.11,20260405_175213
Geomalla,899.86,757.19,m2,FIRTH,2024-08-21,20260405_174124,erp_odoo,681364.99,20260405_175213
Arena Gruesa,3892.05,421.88,ml,CONCREMAX,2024-01-04,20260405_174124,erp_odoo,1641978.05,20260405_175213
Acero Corrugado,2392.19,408.09,m2,CONCREMAX,2024-09-27,20260405_174124,erp_odoo,976228.82,20260405_175213
Piedra 3/4,4493.44,550.65,und,FIRTH,2024-03-23,20260405_174124,erp_odoo,2474312.74,20260405_175213
Arena Gruesa,492.92,462.65,m3,CEMENTO SUR,2024-04-08,20260405_174124,erp_odoo,228049.44,20260405_175213
Geomalla,291.84,779.89,und,UNACEM,2024-05-04,20260405_174124,erp_odoo,227603.1,20260405_175213
Asfalto RC-250,3448.79,221.7,und,FIRTH,2024-04-09,20260405_174124,erp_odoo,764596.74,20260405_175213
Geomalla,2197.78,521.49,ton,YURA,2024-01-20,20260405_174124,erp_odoo,1146120.29,20260405_175213
Tubería HDPE,722.56,764.04,ml,CEMENTO SUR,2024-06-25,20260405_174124,erp_odoo,552064.74,20260405_175213
Arena Gruesa,4395.25,210.25,m2,CEMENTO SUR,2024-04-18,20260405_174124,erp_odoo,924101.31,20260405_175213
Arena Gruesa,404.84,417.11,und,FIRTH,2024-04-08,20260405_174124,erp_odoo,168862.81,20260405_175213
Piedra 3/4,3315.65,632.62,m2,UNACEM,2024-08-28,20260405_174124,erp_odoo,2097546.5,20260405_175213
Arena Gruesa,1971.74,233.83,ml,CONCREMAX,2024-10-19,20260405_174124,erp_odoo,461051.96,20260405_175213
Acero Corrugado,3448.21,730.06,ton,UNACEM,2024-12-28,20260405_174124,erp_odoo,2517400.19,20260405_175213
Asfalto RC-250,4630.58,677.22,und,CEMENTO SUR,2024-06-07,20260405_174124,erp_odoo,3135921.39,20260405_175213
Arena Gruesa,231.25,502.35,ml,FIRTH,2024-11-18,20260405_174124,erp_odoo,116168.44,20260405_175213
Arena Gruesa,1851.13,607.21,m3,EXSA,2024-05-04,20260405_174124,erp_odoo,1124024.65,20260405_175213
Piedra 3/4,1117.08,296.75,m2,CONCREMAX,2024-08-22,20260405_174124,erp_odoo,331493.49,20260405_175213
Cemento,3877.04,298.31,und,YURA,2024-03-13,20260405_174124,erp_odoo,1156559.8,20260405_175213
Asfalto RC-250,3378.97,156.74,m2,EXSA,2024-01-19,20260405_174124,erp_odoo,529619.76,20260405_175213
Emulsión,2855.17,189.36,m2,YURA,2024-06-05,20260405_174124,erp_odoo,540654.99,20260405_175213
Geomalla,3850.45,753.9,m2,EXSA,2024-07-22,20260405_174124,erp_odoo,2902854.26,20260405_175213
Geomalla,2558.6,116.83,ml,FIRTH,2024-01-06,20260405_174124,erp_odoo,298921.24,20260405_175213
Asfalto RC-250,2179.67,24.64,m2,UNACEM,2024-04-29,20260405_174124,erp_odoo,53707.07,20260405_175213
Cemento,1471.48,237.69,m3,CEMENTO SUR,2024-05-30,20260405_174124,erp_odoo,349756.08,20260405_175213
Tubería HDPE,446.01,290.07,ton,CEMENTO SUR,2024-06-08,20260405_174124,erp_odoo,129374.12,20260405_175213
Cemento,934.91,740.26,ton,CONCREMAX,2024-05-18,20260405_174124,erp_odoo,692076.48,20260405_175213
Geomalla,257.86,796.5,m3,CEMENTO SUR,2024-05-20,20260405_174124,erp_odoo,205385.49,20260405_175213
Geomalla,4722.92,184.28,und,EXSA,2024-11-26,20260405_174124,erp_odoo,870339.7,20260405_175213
Acero Corrugado,3746.5,585.16,und,CONCREMAX,2024-02-24,20260405_174124,erp_odoo,2192301.94,20260405_175213
Cemento,1822.28,440.55,ton,CONCREMAX,2024-09-20,20260405_174124,erp_odoo,802805.45,20260405_175213
Tubería HDPE,3284.8,94.04,ml,EXSA,2024-05-27,20260405_174124,erp_odoo,308902.59,20260405_175213
Cemento,4856.67,245.5,und,UNACEM,2024-03-26,20260405_174124,erp_odoo,1192312.49,20260405_175213
Cemento,1289.81,422.83,m3,FIRTH,2024-02-16,20260405_174124,erp_odoo,545370.36,20260405_175213
Asfalto RC-250,1985.03,555.65,m2,UNACEM,2024-09-21,20260405_174124,erp_odoo,1102981.92,20260405_175213
Cemento,1760.75,245.9,m3,CONCREMAX,2024-06-19,20260405_174124,erp_odoo,432968.42,20260405_175213
Asfalto RC-250,612.37,166.45,ton,YURA,2024-07-16,20260405_174124,erp_odoo,101928.99,20260405_175213
Tubería HDPE,4818.93,362.07,m2,EXSA,2024-09-03,20260405_174124,erp_odoo,1744789.99,20260405_175213
Cemento,1944.01,235.82,und,UNACEM,2024-01-15,20260405_174124,erp_odoo,458436.44,20260405_175213
Asfalto RC-250,47.85,139.24,ml,YURA,2024-11-08,20260405_174124,erp_odoo,6662.63,20260405_175213
Tubería HDPE,3681.81,425.22,ml,CEMENTO SUR,2024-10-28,20260405_174124,erp_odoo,1565579.25,20260405_175213
Cemento,1199.42,635.33,m2,FIRTH,2024-03-31,20260405_174124,erp_odoo,762027.51,20260405_175213
Emulsión,2716.56,13.3,und,EXSA,2024-07-14,20260405_174124,erp_odoo,36130.25,20260405_175213
Asfalto RC-250,2147.03,541.53,und,EXSA,2024-08-19,20260405_174124,erp_odoo,1162681.16,20260405_175213
Geomalla,2867.33,565.73,ml,CEMENTO SUR,2024-11-25,20260405_174124,erp_odoo,1622134.6,20260405_175213
Tubería HDPE,266.82,109.83,ton,EXSA,2024-04-01,20260405_174124,erp_odoo,29304.84,20260405_175213
Cemento,4188.37,695.18,m3,CONCREMAX,2024-07-24,20260405_174124,erp_odoo,2911671.06,20260405_175213
Arena Gruesa,3433.67,174.93,ml,YURA,2024-09-02,20260405_174124,erp_odoo,600651.89,20260405_175213
Cemento,2379.51,443.51,und,EXSA,2024-03-16,20260405_174124,erp_odoo,1055336.48,20260405_175213
Arena Gruesa,1230.96,299.56,und,UNACEM,2024-10-29,20260405_174124,erp_odoo,368746.38,20260405_175213
Arena Gruesa,3867.75,577.74,m3,EXSA,2024-04-30,20260405_174124,erp_odoo,2234553.89,20260405_175213
Arena Gruesa,2119.66,127.32,und,CEMENTO SUR,2024-11-24,20260405_174124,erp_odoo,269875.11,20260405_175213
Asfalto RC-250,1789.49,746.04,ton,YURA,2024-11-22,20260405_174124,erp_odoo,1335031.12,20260405_175213
Acero Corrugado,450.92,403.46,und,EXSA,2024-05-29,20260405_174124,erp_odoo,181928.18,20260405_175213
Acero Corrugado,3743.54,138.26,m3,CEMENTO SUR,2024-08-14,20260405_174124,erp_odoo,517581.84,20260405_175213
Piedra 3/4,2563.0,395.63,und,YURA,2024-03-30,20260405_174124,erp_odoo,1013999.69,20260405_175213
Acero Corrugado,3398.03,412.69,und,FIRTH,2024-02-01,20260405_174124,erp_odoo,1402333.0,20260405_175213
Tubería HDPE,1673.09,531.88,m3,FIRTH,2024-10-07,20260405_174124,erp_odoo,889883.11,20260405_175213
Tubería HDPE,1752.64,798.39,ml,FIRTH,2024-06-18,20260405_174124,erp_odoo,1399290.25,20260405_175213
Asfalto RC-250,1816.45,688.44,m3,EXSA,2024-11-10,20260405_174124,erp_odoo,1250516.84,20260405_175213
Tubería HDPE,829.13,394.76,und,FIRTH,2024-04-15,20260405_174124,erp_odoo,327307.36,20260405_175213
Emulsión,2805.32,682.42,und,UNACEM,2024-04-08,20260405_174124,erp_odoo,1914406.47,20260405_175213
Geomalla,914.53,538.47,m3,CEMENTO SUR,2024-08-04,20260405_174124,erp_odoo,492446.97,20260405_175213
Tubería HDPE,1799.43,796.92,und,EXSA,2024-01-22,20260405_174124,erp_odoo,1434001.76,20260405_175213
Asfalto RC-250,1329.06,490.97,m3,UNACEM,2024-10-20,20260405_174124,erp_odoo,652528.59,20260405_175213
Geomalla,17.37,476.45,und,CONCREMAX,2024-11-06,20260405_174124,erp_odoo,8275.94,20260405_175213
Cemento,1267.3,726.52,ton,EXSA,2024-10-03,20260405_174124,erp_odoo,920718.8,20260405_175213
Tubería HDPE,426.3,613.28,ml,CONCREMAX,2024-08-28,20260405_174124,erp_odoo,261441.26,20260405_175213
Emulsión,3781.13,760.51,m3,UNACEM,2024-07-14,20260405_174124,erp_odoo,2875587.18,20260405_175213
Piedra 3/4,4219.07,573.63,und,UNACEM,2024-10-14,20260405_174124,erp_odoo,2420185.12,20260405_175213
Asfalto RC-250,4625.0,653.91,ml,CEMENTO SUR,2024-10-01,20260405_174124,erp_odoo,3024333.75,20260405_175213
Arena Gruesa,4622.27,250.34,m2,YURA,2024-07-19,20260405_174124,erp_odoo,1157139.07,20260405_175213
Tubería HDPE,1824.64,342.64,ton,CEMENTO SUR,2024-04-26,20260405_174124,erp_odoo,625194.65,20260405_175213
Acero Corrugado,1447.63,718.71,und,UNACEM,2024-05-14,20260405_174124,erp_odoo,1040426.16,20260405_175213
Piedra 3/4,4769.18,775.32,und,YURA,2024-05-26,20260405_174124,erp_odoo,3697640.64,20260405_175213
Piedra 3/4,1364.0,48.26,m2,CEMENTO SUR,2024-01-22,20260405_174124,erp_odoo,65826.64,20260405_175213
Tubería HDPE,3606.57,361.93,ml,CONCREMAX,2024-05-28,20260405_174124,erp_odoo,1305325.88,20260405_175213
Cemento,3483.28,174.7,m2,CONCREMAX,2024-10-03,20260405_174124,erp_odoo,608529.02,20260405_175213
Geomalla,4400.67,783.27,m3,EXSA,2024-06-27,20260405_174124,erp_odoo,3446912.79,20260405_175213
Tubería HDPE,1166.62,425.51,und,UNACEM,2024-12-22,20260405_174124,erp_odoo,496408.48,20260405_175213
Emulsión,4237.23,649.25,ml,CONCREMAX,2024-05-29,20260405_174124,erp_odoo,2751021.58,20260405_175213
