material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source
Cemento,3586.94,571.92,ton,FIRTH,2024-01-28,20260405_232605,erp_odoo
Asfalto RC-250,4535.95,306.54,ton,CONCREMAX,2024-09-09,20260405_232605,erp_odoo
Emulsión,2740.97,547.8,,UNACEM,2024-12-01,20260405_232605,erp_odoo
Tubería HDPE,3764.13,711.23,,FIRTH,2024-11-06,20260405_232605,erp_odoo
Cemento,772.72,601.46,ton,CEMENTO SUR,2024-12-14,20260405_232605,erp_odoo
Acero Corrugado,79.46,713.82,und,CONCREMAX,2024-07-22,20260405_232605,erp_odoo
Emulsión,,704.17,m3,CONCREMAX,2024-03-25,20260405_232605,erp_odoo
Cemento,3256.54,515.39,,EXSA,2024-02-24,20260405_232605,erp_odoo
Acero Corrugado,2547.25,195.46,,YURA,2024-01-11,20260405_232605,erp_odoo
Tubería HDPE,2590.1,421.65,ton,EXSA,2024-04-24,20260405_232605,erp_odoo
Arena Gruesa,2461.15,689.36,,FIRTH,2024-07-07,20260405_232605,erp_odoo
Acero Corrugado,4903.25,379.69,m3,UNACEM,2024-12-19,20260405_232605,erp_odoo
Cemento,,148.99,,YURA,2024-03-25,20260405_232605,erp_odoo
Acero Corrugado,4728.24,740.76,,YURA,2024-09-24,20260405_232605,erp_odoo
Asfalto RC-250,4789.89,311.25,,CONCREMAX,2024-01-11,20260405_232605,erp_odoo
Cemento,4700.97,138.32,ton,UNACEM,2024-05-31,20260405_232605,erp_odoo
Geomalla,1905.75,91.98,m3,CONCREMAX,2024-04-10,20260405_232605,erp_odoo
Geomalla,4089.48,413.24,ton,YURA,2024-08-24,20260405_232605,erp_odoo
Asfalto RC-250,1050.75,65.27,und,FIRTH,2024-12-16,20260405_232605,erp_odoo
Tubería HDPE,701.61,147.51,ml,CONCREMAX,2024-10-13,20260405_232605,erp_odoo
Arena Gruesa,3807.04,638.89,m3,EXSA,2024-06-28,20260405_232605,erp_odoo
Emulsión,2533.57,325.77,und,CONCREMAX,2024-06-18,20260405_232605,erp_odoo
Arena Gruesa,64.8,406.32,,YURA,2024-09-26,20260405_232605,erp_odoo
Cemento,4216.79,219.2,ton,CONCREMAX,2024-02-27,20260405_232605,erp_odoo
Tubería HDPE,4386.07,428.74,m2,CEMENTO SUR,2024-12-02,20260405_232605,erp_odoo
Piedra 3/4,4787.77,380.94,ml,UNACEM,2024-02-29,20260405_232605,erp_odoo
Emulsión,245.72,729.04,und,FIRTH,2024-12-15,20260405_232605,erp_odoo
Asfalto RC-250,269.01,590.37,m2,CONCREMAX,2024-05-23,20260405_232605,erp_odoo
Cemento,4209.2,265.99,ton,EXSA,2024-11-20,20260405_232605,erp_odoo
Cemento,4594.61,413.86,,YURA,2024-12-28,20260405_232605,erp_odoo
Asfalto RC-250,1465.03,501.83,ton,EXSA,2024-08-30,20260405_232605,erp_odoo
Arena Gruesa,3001.68,216.61,ml,FIRTH,2024-09-21,20260405_232605,erp_odoo
Emulsión,3106.43,175.77,m2,FIRTH,2024-04-07,20260405_232605,erp_odoo
Geomalla,571.84,305.19,ml,CEMENTO SUR,2024-07-09,20260405_232605,erp_odoo
Emulsión,2605.44,216.28,und,EXSA,2024-09-30,20260405_232605,erp_odoo
Geomalla,3959.17,536.99,und,UNACEM,2024-12-08,20260405_232605,erp_odoo
Geomalla,3123.28,770.88,m2,FIRTH,2024-08-16,20260405_232605,erp_odoo
Arena Gruesa,161.55,704.66,und,CEMENTO SUR,2024-02-26,20260405_232605,erp_odoo
Arena Gruesa,2453.44,301.33,ton,YURA,2024-08-28,20260405_232605,erp_odoo
Tubería HDPE,3143.13,48.95,m3,CEMENTO SUR,2024-11-18,20260405_232605,erp_odoo
Cemento,2822.31,623.92,m3,EXSA,2024-03-10,20260405_232605,erp_odoo
Emulsión,3737.77,781.72,ml,EXSA,2024-08-22,20260405_232605,erp_odoo
Piedra 3/4,3666.84,581.77,ml,UNACEM,2024-03-27,20260405_232605,erp_odoo
Piedra 3/4,1947.1,782.71,ml,FIRTH,2024-01-07,20260405_232605,erp_odoo
Cemento,751.74,350.04,und,CEMENTO SUR,2024-07-06,20260405_232605,erp_odoo
Asfalto RC-250,1231.59,712.93,m2,UNACEM,2024-11-15,20260405_232605,erp_odoo
Emulsión,4914.02,18.58,und,CONCREMAX,2024-08-28,20260405_232605,erp_odoo
Tubería HDPE,4343.65,179.3,und,CONCREMAX,2024-06-08,20260405_232605,erp_odoo
Tubería HDPE,3491.54,479.24,,EXSA,2024-05-11,20260405_232605,erp_odoo
Acero Corrugado,3384.56,158.14,,EXSA,2024-02-27,20260405_232605,erp_odoo
Cemento,1654.71,121.27,,CEMENTO SUR,2024-07-29,20260405_232605,erp_odoo
Acero Corrugado,3070.61,523.82,,UNACEM,2024-03-11,20260405_232605,erp_odoo
Arena Gruesa,2102.45,376.66,m3,CONCREMAX,2024-12-06,20260405_232605,erp_odoo
Asfalto RC-250,1497.99,342.17,und,CONCREMAX,2024-05-28,20260405_232605,erp_odoo
Geomalla,1579.05,720.74,,YURA,2024-11-10,20260405_232605,erp_odoo
Piedra 3/4,1662.11,755.41,ton,EXSA,2024-08-16,20260405_232605,erp_odoo
Acero Corrugado,4627.33,772.76,m3,UNACEM,2024-02-25,20260405_232605,erp_odoo
Acero Corrugado,4684.42,535.03,ml,CEMENTO SUR,2024-07-05,20260405_232605,erp_odoo
Tubería HDPE,1787.66,322.4,m2,UNACEM,2024-12-06,20260405_232605,erp_odoo
Asfalto RC-250,2994.04,361.63,ton,CONCREMAX,2024-06-13,20260405_232605,erp_odoo
Piedra 3/4,766.49,20.21,m2,UNACEM,2024-01-29,20260405_232605,erp_odoo
Acero Corrugado,3891.74,271.74,ton,YURA,2024-12-30,20260405_232605,erp_odoo
Asfalto RC-250,1717.83,763.28,ml,EXSA,2024-09-26,20260405_232605,erp_odoo
Cemento,2144.63,49.78,ton,EXSA,2024-09-05,20260405_232605,erp_odoo
Geomalla,3995.2,11.44,,CONCREMAX,2024-08-25,20260405_232605,erp_odoo
Asfalto RC-250,521.59,449.11,ml,EXSA,2024-10-10,20260405_232605,erp_odoo
Tubería HDPE,2976.51,391.73,,UNACEM,2024-05-10,20260405_232605,erp_odoo
Tubería HDPE,4102.61,480.02,,FIRTH,2024-07-30,20260405_232605,erp_odoo
Tubería HDPE,4268.99,798.33,,UNACEM,2024-02-15,20260405_232605,erp_odoo
Emulsión,1505.76,542.04,m3,YURA,2024-06-05,20260405_232605,erp_odoo
Tubería HDPE,2713.66,536.74,m2,FIRTH,2024-05-15,20260405_232605,erp_odoo
Geomalla,930.06,718.85,ml,CONCREMAX,2024-02-29,20260405_232605,erp_odoo
Geomalla,4540.44,64.23,,FIRTH,2024-03-16,20260405_232605,erp_odoo
Asfalto RC-250,2176.05,372.83,m3,YURA,2024-01-09,20260405_232605,erp_odoo
Asfalto RC-250,1623.14,557.77,m3,CEMENTO SUR,2024-03-16,20260405_232605,erp_odoo
Piedra 3/4,74.32,775.09,ton,UNACEM,2024-08-23,20260405_232605,erp_odoo
Geomalla,547.93,754.47,ton,CONCREMAX,2024-02-06,20260405_232605,erp_odoo
Emulsión,2434.73,354.41,m2,FIRTH,2024-04-22,20260405_232605,erp_odoo
Cemento,307.1,480.72,m2,CONCREMAX,2024-01-04,20260405_232605,erp_odoo
Geomalla,899.86,757.19,m2,FIRTH,2024-08-21,20260405_232605,erp_odoo
Arena Gruesa,3892.05,421.88,ml,CONCREMAX,2024-01-04,20260405_232605,erp_odoo
Acero Corrugado,2392.19,408.09,m2,CONCREMAX,2024-09-27,20260405_232605,erp_odoo
Piedra 3/4,4493.44,550.65,,FIRTH,2024-03-23,20260405_232605,erp_odoo
Arena Gruesa,492.92,462.65,m3,CEMENTO SUR,2024-04-08,20260405_232605,erp_odoo
Geomalla,291.84,779.89,und,UNACEM,2024-05-04,20260405_232605,erp_odoo
Asfalto RC-250,3448.79,221.7,und,FIRTH,2024-04-09,20260405_232605,erp_odoo
Geomalla,2197.78,521.49,ton,YURA,2024-01-20,20260405_232605,erp_odoo
Tubería HDPE,722.56,764.04,ml,CEMENTO SUR,2024-06-25,20260405_232605,erp_odoo
Arena Gruesa,4395.25,210.25,m2,CEMENTO SUR,2024-04-18,20260405_232605,erp_odoo
Arena Gruesa,404.84,417.11,,FIRTH,2024-04-08,20260405_232605,erp_odoo
Piedra 3/4,3315.65,632.62,m2,UNACEM,2024-08-28,20260405_232605,erp_odoo
Arena Gruesa,1971.74,233.83,ml,CONCREMAX,2024-10-19,20260405_232605,erp_odoo
Acero Corrugado,3448.21,730.06,ton,UNACEM,2024-12-28,20260405_232605,erp_odoo
Asfalto RC-250,4630.58,677.22,und,CEMENTO SUR,2024-06-07,20260405_232605,erp_odoo
Arena Gruesa,231.25,502.35,ml,FIRTH,2024-11-18,20260405_232605,erp_odoo
Arena Gruesa,1851.13,607.21,m3,EXSA,2024-05-04,20260405_232605,erp_odoo
Piedra 3/4,1117.08,296.75,m2,CONCREMAX,2024-08-22,20260405_232605,erp_odoo
Cemento,3877.04,298.31,,YURA,2024-03-13,20260405_232605,erp_odoo
Asfalto RC-250,3378.97,156.74,m2,EXSA,2024-01-19,20260405_232605,erp_odoo
Emulsión,2855.17,189.36,m2,YURA,2024-06-05,20260405_232605,erp_odoo
Geomalla,3850.45,753.9,m2,EXSA,2024-07-22,20260405_232605,erp_odoo
Geomalla,2558.6,116.83,ml,FIRTH,2024-01-06,20260405_232605,erp_odoo
Asfalto RC-250,2179.67,24.64,m2,UNACEM,2024-04-29,20260405_232605,erp_odoo
Cemento,1471.48,237.69,m3,CEMENTO SUR,2024-05-30,20260405_232605,erp_odoo
Tubería HDPE,446.01,290.07,ton,CEMENTO SUR,2024-06-08,20260405_232605,erp_odoo
Cemento,934.91,740.26,ton,CONCREMAX,2024-05-18,20260405_232605,erp_odoo
Geomalla,257.86,796.5,m3,CEMENTO SUR,2024-05-20,20260405_232605,erp_odoo
Geomalla,4722.92,184.28,,EXSA,2024-11-26,20260405_232605,erp_odoo
Acero Corrugado,3746.5,585.16,und,CONCREMAX,2024-02-24,20260405_232605,erp_odoo
Cemento,1822.28,440.55,ton,CONCREMAX,2024-09-20,20260405_232605,erp_odoo
Tubería HDPE,3284.8,94.04,ml,EXSA,2024-05-27,20260405_232605,erp_odoo
Cemento,4856.67,245.5,und,UNACEM,2024-03-26,20260405_232605,erp_odoo
Cemento,1289.81,422.83,m3,FIRTH,2024-02-16,20260405_232605,erp_odoo
Asfalto RC-250,1985.03,555.65,m2,UNACEM,2024-09-21,20260405_232605,erp_odoo
Cemento,1760.75,245.9,m3,CONCREMAX,2024-06-19,20260405_232605,erp_odoo
Asfalto RC-250,612.37,166.45,ton,YURA,2024-07-16,20260405_232605,erp_odoo
Tubería HDPE,4818.93,362.07,m2,EXSA,2024-09-03,20260405_232605,erp_odoo
Cemento,1944.01,235.82,und,UNACEM,2024-01-15,20260405_232605,erp_odoo
Asfalto RC-250,47.85,139.24,ml,YURA,2024-11-08,20260405_232605,erp_odoo
Cemento,,466.07,m2,YURA,2024-01-17,20260405_232605,erp_odoo
Piedra 3/4,,586.61,ton,EXSA,2024-02-25,20260405_232605,erp_odoo
Tubería HDPE,3681.81,425.22,ml,CEMENTO SUR,2024-10-28,20260405_232605,erp_odoo
Cemento,1199.42,635.33,m2,FIRTH,2024-03-31,20260405_232605,erp_odoo
Emulsión,2716.56,13.3,,EXSA,2024-07-14,20260405_232605,erp_odoo
Asfalto RC-250,2147.03,541.53,und,EXSA,2024-08-19,20260405_232605,erp_odoo
Geomalla,2867.33,565.73,ml,CEMENTO SUR,2024-11-25,20260405_232605,erp_odoo
Tubería HDPE,266.82,109.83,ton,EXSA,2024-04-01,20260405_232605,erp_odoo
Cemento,4188.37,695.18,m3,CONCREMAX,2024-07-24,20260405_232605,erp_odoo
Arena Gruesa,3433.67,174.93,ml,YURA,2024-09-02,20260405_232605,erp_odoo
Cemento,2379.51,443.51,,EXSA,2024-03-16,20260405_232605,erp_odoo
Arena Gruesa,1230.96,299.56,und,UNACEM,2024-10-29,20260405_232605,erp_odoo
Arena Gruesa,3867.75,577.74,m3,EXSA,2024-04-30,20260405_232605,erp_odoo
Arena Gruesa,2119.66,127.32,,CEMENTO SUR,2024-11-24,20260405_232605,erp_odoo
Asfalto RC-250,1789.49,746.04,ton,YURA,2024-11-22,20260405_232605,erp_odoo
Acero Corrugado,450.92,403.46,,EXSA,2024-05-29,20260405_232605,erp_odoo
Tubería HDPE,,779.94,ml,CONCREMAX,2024-02-05,20260405_232605,erp_odoo
Acero Corrugado,3743.54,138.26,m3,CEMENTO SUR,2024-08-14,20260405_232605,erp_odoo
Piedra 3/4,2563.0,395.63,,YURA,2024-03-30,20260405_232605,erp_odoo
Acero Corrugado,3398.03,412.69,,FIRTH,2024-02-01,20260405_232605,erp_odoo
Tubería HDPE,1673.09,531.88,m3,FIRTH,2024-10-07,20260405_232605,erp_odoo
Tubería HDPE,1752.64,798.39,ml,FIRTH,2024-06-18,20260405_232605,erp_odoo
Asfalto RC-250,1816.45,688.44,m3,EXSA,2024-11-10,20260405_232605,erp_odoo
Tubería HDPE,829.13,394.76,und,FIRTH,2024-04-15,20260405_232605,erp_odoo
Emulsión,2805.32,682.42,,UNACEM,2024-04-08,20260405_232605,erp_odoo
Geomalla,914.53,538.47,m3,CEMENTO SUR,2024-08-04,20260405_232605,erp_odoo
Tubería HDPE,1799.43,796.92,und,EXSA,2024-01-22,20260405_232605,erp_odoo
Asfalto RC-250,1329.06,490.97,m3,UNACEM,2024-10-20,20260405_232605,erp_odoo
Geomalla,17.37,476.45,,CONCREMAX,2024-11-06,20260405_232605,erp_odoo
Cemento,1267.3,726.52,ton,EXSA,2024-10-03,20260405_232605,erp_odoo
Tubería HDPE,426.3,613.28,ml,CONCREMAX,2024-08-28,20260405_232605,erp_odoo
Emulsión,3781.13,760.51,m3,UNACEM,2024-07-14,20260405_232605,erp_odoo
Piedra 3/4,4219.07,573.63,,UNACEM,2024-10-14,20260405_232605,erp_odoo
Asfalto RC-250,4625.0,653.91,ml,CEMENTO SUR,2024-10-01,20260405_232605,erp_odoo
Arena Gruesa,4622.27,250.34,m2,YURA,2024-07-19,20260405_232605,erp_odoo
Tubería HDPE,1824.64,342.64,ton,CEMENTO SUR,2024-04-26,20260405_232605,erp_odoo
Acero Corrugado,1447.63,718.71,und,UNACEM,2024-05-14,20260405_232605,erp_odoo
Piedra 3/4,4769.18,775.32,,YURA,2024-05-26,20260405_232605,erp_odoo
Piedra 3/4,1364.0,48.26,m2,CEMENTO SUR,2024-01-22,20260405_232605,erp_odoo
Tubería HDPE,3606.57,361.93,ml,CONCREMAX,2024-05-28,20260405_232605,erp_odoo
Cemento,3483.28,174.7,m2,CONCREMAX,2024-10-03,20260405_232605,erp_odoo
Geomalla,4400.67,783.27,m3,EXSA,2024-06-27,20260405_232605,erp_odoo
Tubería HDPE,1166.62,425.51,und,UNACEM,2024-12-22,20260405_232605,erp_odoo
Emulsión,4237.23,649.25,ml,CONCREMAX,2024-05-29,20260405_232605,erp_odoo
Cemento,4158.15,124.76,ton,CONCREMAX,2024-05-26,20260405_232605,erp_odoo
Piedra 3/4,2744.53,547.31,ml,EXSA,2024-01-10,20260405_232605,erp_odoo
Acero Corrugado,1083.02,339.25,,CONCREMAX,2024-02-04,20260405_232605,erp_odoo
Acero Corrugado,1476.35,133.73,ton,EXSA,2024-10-04,20260405_232605,erp_odoo
Piedra 3/4,3828.36,591.78,ton,UNACEM,2024-09-27,20260405_232605,erp_odoo
Acero Corrugado,1996.82,48.57,ml,FIRTH,2024-06-29,20260405_232605,erp_odoo
Arena Gruesa,4784.62,500.9,ml,CONCREMAX,2024-04-11,20260405_232605,erp_odoo
Geomalla,2857.8,169.09,ton,FIRTH,2024-02-24,20260405_232605,erp_odoo
Piedra 3/4,,537.59,m3,CONCREMAX,2024-06-12,20260405_232605,erp_odoo
Cemento,4406.11,428.01,und,EXSA,2024-08-19,20260405_232605,erp_odoo
Cemento,3496.63,397.52,und,EXSA,2024-03-17,20260405_232605,erp_odoo
Emulsión,962.53,13.63,,CEMENTO SUR,2024-07-28,20260405_232605,erp_odoo
Tubería HDPE,305.46,89.35,,YURA,2024-03-05,20260405_232605,erp_odoo
Arena Gruesa,1404.92,243.62,,CONCREMAX,2024-09-12,20260405_232605,erp_odoo
Emulsión,,47.03,,FIRTH,2024-02-05,20260405_232605,erp_odoo
Cemento,1089.15,397.44,m2,EXSA,2024-07-28,20260405_232605,erp_odoo
Tubería HDPE,333.24,234.76,m2,FIRTH,2024-09-15,20260405_232605,erp_odoo
Piedra 3/4,1988.66,304.95,m2,EXSA,2024-02-12,20260405_232605,erp_odoo
Geomalla,1389.49,658.28,ml,UNACEM,2024-04-12,20260405_232605,erp_odoo
Emulsión,1215.04,348.83,und,YURA,2024-09-02,20260405_232605,erp_odoo
Tubería HDPE,2930.34,636.48,,CONCREMAX,2024-03-01,20260405_232605,erp_odoo
Acero Corrugado,4989.38,277.55,und,YURA,2024-06-23,20260405_232605,erp_odoo
Asfalto RC-250,4132.66,638.34,ton,UNACEM,2024-11-01,20260405_232605,erp_odoo
Cemento,310.97,355.28,m2,FIRTH,2024-07-03,20260405_232605,erp_odoo
Geomalla,4587.81,498.93,ml,YURA,2024-05-07,20260405_232605,erp_odoo
Acero Corrugado,2521.69,30.76,,EXSA,2024-01-30,20260405_232605,erp_odoo
Tubería HDPE,4967.47,536.51,m3,YURA,2024-08-30,20260405_232605,erp_odoo
Asfalto RC-250,570.52,123.34,ton,CONCREMAX,2024-04-27,20260405_232605,erp_odoo
Cemento,3564.33,161.44,und,CEMENTO SUR,2024-10-03,20260405_232605,erp_odoo
Geomalla,4562.91,670.33,ml,CONCREMAX,2024-11-03,20260405_232605,erp_odoo
Arena Gruesa,4303.23,147.96,ml,FIRTH,2024-06-01,20260405_232605,erp_odoo
Cemento,3479.1,448.69,,CEMENTO SUR,2024-11-15,20260405_232605,erp_odoo
Arena Gruesa,3164.6,150.73,,FIRTH,2024-08-18,20260405_232605,erp_odoo
Emulsión,492.76,312.98,,EXSA,2024-07-18,20260405_232605,erp_odoo
Emulsión,3589.76,612.04,m2,CONCREMAX,2024-11-26,20260405_232605,erp_odoo
Arena Gruesa,781.41,607.78,m3,EXSA,2024-09-03,20260405_232605,erp_odoo
Cemento,3240.84,452.7,m2,FIRTH,2024-07-25,20260405_232605,erp_odoo
Tubería HDPE,1137.71,675.9,m3,CONCREMAX,2024-04-04,20260405_232605,erp_odoo
Emulsión,715.76,159.94,und,EXSA,2024-07-02,20260405_232605,erp_odoo
Geomalla,1628.7,398.21,ton,CEMENTO SUR,2024-09-12,20260405_232605,erp_odoo
Acero Corrugado,567.37,462.31,m3,FIRTH,2024-06-14,20260405_232605,erp_odoo
Asfalto RC-250,3569.47,774.32,und,EXSA,2024-04-17,20260405_232605,erp_odoo
Asfalto RC-250,2826.39,797.6,und,CONCREMAX,2024-08-25,20260405_232605,erp_odoo
Tubería HDPE,907.67,331.53,ml,FIRTH,2024-03-06,20260405_232605,erp_odoo
Geomalla,1546.76,716.11,,CONCREMAX,2024-12-24,20260405_232605,erp_odoo
Asfalto RC-250,2412.37,13.23,und,EXSA,2024-02-14,20260405_232605,erp_odoo
Cemento,881.19,47.68,m3,CEMENTO SUR,2024-02-04,20260405_232605,erp_odoo
Cemento,3384.99,29.11,ton,CONCREMAX,2024-04-23,20260405_232605,erp_odoo
Emulsión,4839.31,371.13,und,UNACEM,2024-01-09,20260405_232605,erp_odoo
Cemento,400.08,512.69,ml,EXSA,2024-03-24,20260405_232605,erp_odoo
Asfalto RC-250,3119.11,237.79,m3,FIRTH,2024-07-06,20260405_232605,erp_odoo
Geomalla,4323.95,285.49,ml,CONCREMAX,2024-11-16,20260405_232605,erp_odoo
Geomalla,518.88,786.21,ton,UNACEM,2024-08-11,20260405_232605,erp_odoo
Cemento,3087.33,478.32,ml,FIRTH,2024-04-26,20260405_232605,erp_odoo
Geomalla,2102.28,418.8,m3,CEMENTO SUR,2024-03-29,20260405_232605,erp_odoo
Geomalla,3819.1,442.33,ton,UNACEM,2024-03-24,20260405_232605,erp_odoo
Acero Corrugado,2259.11,58.53,und,UNACEM,2024-06-25,20260405_232605,erp_odoo
Tubería HDPE,750.55,569.53,m3,CONCREMAX,2024-01-14,20260405_232605,erp_odoo
Asfalto RC-250,419.29,315.68,ton,UNACEM,2024-11-08,20260405_232605,erp_odoo
Piedra 3/4,271.14,101.36,ton,CEMENTO SUR,2024-05-21,20260405_232605,erp_odoo
Asfalto RC-250,3612.13,566.64,,FIRTH,2024-05-31,20260405_232605,erp_odoo
Piedra 3/4,844.99,772.94,ton,UNACEM,2024-05-30,20260405_232605,erp_odoo
Cemento,4081.79,216.08,ml,EXSA,2024-05-05,20260405_232605,erp_odoo
Piedra 3/4,774.48,771.54,ml,CEMENTO SUR,2024-01-07,20260405_232605,erp_odoo
Asfalto RC-250,3746.84,41.01,m2,YURA,2024-04-02,20260405_232605,erp_odoo
Arena Gruesa,4627.92,519.92,ml,FIRTH,2024-02-03,20260405_232605,erp_odoo
Tubería HDPE,4874.82,228.88,,UNACEM,2024-02-11,20260405_232605,erp_odoo
Asfalto RC-250,2684.93,571.35,ton,YURA,2024-02-11,20260405_232605,erp_odoo
Asfalto RC-250,3438.86,94.87,ml,CONCREMAX,2024-06-16,20260405_232605,erp_odoo
Arena Gruesa,3506.3,418.77,m3,UNACEM,2024-11-03,20260405_232605,erp_odoo
Arena Gruesa,872.62,534.44,ml,YURA,2024-02-20,20260405_232605,erp_odoo
Piedra 3/4,4838.41,374.75,ml,FIRTH,2024-03-15,20260405_232605,erp_odoo
Emulsión,1713.59,751.17,m2,CEMENTO SUR,2024-01-15,20260405_232605,erp_odoo
Geomalla,3323.15,128.6,ton,UNACEM,2024-07-09,20260405_232605,erp_odoo
Cemento,726.96,391.94,und,CEMENTO SUR,2024-07-21,20260405_232605,erp_odoo
Arena Gruesa,1367.57,76.63,,CEMENTO SUR,2024-10-05,20260405_232605,erp_odoo
Cemento,4689.03,128.91,m2,UNACEM,2024-06-12,20260405_232605,erp_odoo
Asfalto RC-250,2982.74,453.5,ton,CEMENTO SUR,2024-02-21,20260405_232605,erp_odoo
Acero Corrugado,4404.91,413.26,m2,UNACEM,2024-12-28,20260405_232605,erp_odoo
Arena Gruesa,4200.38,594.74,ml,CONCREMAX,2024-07-20,20260405_232605,erp_odoo
Acero Corrugado,2355.6,229.24,m3,YURA,2024-05-27,20260405_232605,erp_odoo
Geomalla,2289.24,760.05,und,CONCREMAX,2024-09-13,20260405_232605,erp_odoo
Geomalla,871.02,548.46,ton,CEMENTO SUR,2024-12-30,20260405_232605,erp_odoo
Arena Gruesa,4093.52,74.57,und,EXSA,2024-12-07,20260405_232605,erp_odoo
Acero Corrugado,499.11,614.49,ton,CONCREMAX,2024-11-18,20260405_232605,erp_odoo
Tubería HDPE,443.41,507.6,m3,CEMENTO SUR,2024-10-23,20260405_232605,erp_odoo
Acero Corrugado,1950.96,761.17,ton,CEMENTO SUR,2024-07-12,20260405_232605,erp_odoo
Piedra 3/4,1541.02,301.03,m3,CEMENTO SUR,2024-04-16,20260405_232605,erp_odoo
Geomalla,1635.14,500.98,m3,UNACEM,2024-09-02,20260405_232605,erp_odoo
Asfalto RC-250,1385.28,577.22,m2,UNACEM,2024-12-25,20260405_232605,erp_odoo
Cemento,,230.04,m2,EXSA,2024-03-10,20260405_232605,erp_odoo
Geomalla,4468.54,95.33,m3,EXSA,2024-06-27,20260405_232605,erp_odoo
Asfalto RC-250,1934.86,67.48,,EXSA,2024-11-17,20260405_232605,erp_odoo
Cemento,2396.08,393.29,ml,CONCREMAX,2024-05-22,20260405_232605,erp_odoo
Acero Corrugado,2578.98,759.52,ton,CONCREMAX,2024-02-14,20260405_232605,erp_odoo
Emulsión,2439.48,527.87,ton,EXSA,2024-06-08,20260405_232605,erp_odoo
Emulsión,2771.07,269.71,m2,CONCREMAX,2024-07-26,20260405_232605,erp_odoo
Tubería HDPE,4647.93,117.55,m2,FIRTH,2024-06-04,20260405_232605,erp_odoo
Tubería HDPE,4743.47,153.0,m2,CONCREMAX,2024-12-13,20260405_232605,erp_odoo
Asfalto RC-250,2961.17,737.65,,EXSA,2024-07-28,20260405_232605,erp_odoo
Piedra 3/4,4985.74,588.46,ton,CONCREMAX,2024-06-03,20260405_232605,erp_odoo
Emulsión,4588.21,51.68,und,FIRTH,2024-01-28,20260405_232605,erp_odoo
Emulsión,4493.06,639.33,ton,CONCREMAX,2024-11-02,20260405_232605,erp_odoo
Acero Corrugado,3394.75,607.21,m2,CONCREMAX,2024-09-15,20260405_232605,erp_odoo
Acero Corrugado,3059.89,176.59,,YURA,2024-05-21,20260405_232605,erp_odoo
Geomalla,,522.51,m2,EXSA,2024-07-19,20260405_232605,erp_odoo
Geomalla,4396.26,584.62,ml,YURA,2024-12-02,20260405_232605,erp_odoo
Tubería HDPE,2598.63,395.53,ton,EXSA,2024-09-30,20260405_232605,erp_odoo
Tubería HDPE,3318.47,532.46,ton,UNACEM,2024-10-25,20260405_232605,erp_odoo
Geomalla,4973.5,685.05,und,CONCREMAX,2024-02-18,20260405_232605,erp_odoo
Asfalto RC-250,2006.76,776.89,m3,CONCREMAX,2024-04-21,20260405_232605,erp_odoo
Acero Corrugado,4706.6,709.88,und,FIRTH,2024-01-12,20260405_232605,erp_odoo
Geomalla,3765.85,55.36,ton,FIRTH,2024-06-02,20260405_232605,erp_odoo
Piedra 3/4,1874.18,274.32,ml,CONCREMAX,2024-02-16,20260405_232605,erp_odoo
Acero Corrugado,1273.96,561.56,ml,YURA,2024-12-21,20260405_232605,erp_odoo
Arena Gruesa,1164.44,666.79,m2,CONCREMAX,2024-06-10,20260405_232605,erp_odoo
Cemento,4469.48,159.14,ml,FIRTH,2024-06-16,20260405_232605,erp_odoo
Geomalla,3816.78,746.1,m3,UNACEM,2024-07-10,20260405_232605,erp_odoo
Asfalto RC-250,124.89,719.69,,UNACEM,2024-10-04,20260405_232605,erp_odoo
Acero Corrugado,3361.95,651.25,ton,CONCREMAX,2024-08-03,20260405_232605,erp_odoo
Arena Gruesa,3685.46,741.67,m2,CONCREMAX,2024-07-22,20260405_232605,erp_odoo
Piedra 3/4,2838.77,117.5,ml,UNACEM,2024-02-14,20260405_232605,erp_odoo
Geomalla,1979.96,113.36,und,CEMENTO SUR,2024-08-26,20260405_232605,erp_odoo
Acero Corrugado,77.72,70.57,ton,YURA,2024-07-14,20260405_232605,erp_odoo
Arena Gruesa,402.94,483.82,m3,EXSA,2024-08-18,20260405_232605,erp_odoo
Asfalto RC-250,3308.59,352.13,ton,EXSA,2024-09-25,20260405_232605,erp_odoo
Geomalla,55.46,232.72,ton,CEMENTO SUR,2024-01-30,20260405_232605,erp_odoo
Geomalla,789.71,108.27,m3,FIRTH,2024-04-22,20260405_232605,erp_odoo
Asfalto RC-250,971.62,216.52,ton,UNACEM,2024-04-23,20260405_232605,erp_odoo
Cemento,3143.95,670.63,und,CONCREMAX,2024-08-04,20260405_232605,erp_odoo
Cemento,2937.02,420.94,,CONCREMAX,2024-07-25,20260405_232605,erp_odoo
Cemento,4943.16,419.58,,UNACEM,2024-09-21,20260405_232605,erp_odoo
Cemento,2024.61,165.35,,CEMENTO SUR,2024-02-11,20260405_232605,erp_odoo
Asfalto RC-250,481.77,242.8,,EXSA,2024-07-11,20260405_232605,erp_odoo
Piedra 3/4,2788.33,172.04,m3,FIRTH,2024-05-12,20260405_232605,erp_odoo
Geomalla,3879.26,371.25,,YURA,2024-06-03,20260405_232605,erp_odoo
Geomalla,3691.41,58.04,ml,FIRTH,2024-05-01,20260405_232605,erp_odoo
